ChannelName,ProductId,DateSold,SPV
AutoPedigree,7,2017-09-28 14:59:27.000,480.6700
AutoPedigree,7,2017-09-29 06:54:47.000,1295.2300
AutoPedigree,15,2017-09-29 07:06:40.000,1365.2700
AutoPedigree,7,2017-09-29 07:50:00.000,2161.9600
AutoPedigree,7,2017-09-29 08:03:10.000,1176.8300
AutoPedigree,7,2017-09-29 09:13:58.000,1222.3600
AutoPedigree,15,2017-09-29 09:19:05.000,616.7000
AutoPedigree,7,2017-09-29 11:21:29.000,856.5300
AutoPedigree,15,2017-09-29 11:47:24.000,744.4400
AutoPedigree,7,2017-09-29 12:04:57.000,1387.5000
Iemas,58,2017-09-29 13:05:26.000,813.1100
AutoPedigree,58,2017-09-29 13:20:50.000,924.8700
AutoPedigree,15,2017-09-29 13:39:49.000,795.3200
AutoPedigree,7,2017-09-29 13:43:47.000,1555.0500
AutoPedigree,7,2017-09-29 13:49:33.000,766.7600
AutoPedigree,7,2017-09-29 13:49:33.000,1228.7200
AutoPedigree,7,2017-09-29 14:06:31.000,1142.8600
AutoPedigree,7,2017-09-29 14:11:33.000,1550.1400
Iemas,6,2017-09-29 14:23:43.000,551.7600
Iemas,6,2017-09-29 14:23:43.000,571.4400
AutoPedigree,7,2017-09-29 14:31:43.000,829.5800
AutoPedigree,15,2017-09-29 14:49:40.000,576.8100
AutoPedigree,7,2017-09-29 15:35:39.000,1412.6200
AutoPedigree,7,2017-09-30 10:50:27.000,1013.1500
AutoPedigree,7,2017-10-02 09:49:04.000,2166.7800
Iemas,6,2017-10-02 10:01:58.000,2236.4600
Iemas,6,2017-10-02 10:01:58.000,2245.9500
AutoPedigree,7,2017-10-02 11:33:16.000,999.4200
AutoPedigree,7,2017-10-02 11:34:26.000,808.5700
AutoPedigree,15,2017-10-02 11:35:10.000,710.3700
AutoPedigree,15,2017-10-02 11:45:15.000,691.3600
BOWER,18,2017-10-02 13:22:19.000,430.2500
AutoPedigree,15,2017-10-02 13:25:21.000,1121.7400
AutoPedigree,58,2017-10-03 08:40:24.000,1099.1700
Iemas,16,2017-10-03 08:49:33.000,373.9000
Iemas,16,2017-10-03 08:49:33.000,378.4900
AutoPedigree,7,2017-10-03 10:09:15.000,753.9100
AutoPedigree,15,2017-10-03 13:01:19.000,632.8900
Uhuru,6,2017-10-03 13:41:18.000,1416.7900
BOWER,18,2017-10-03 14:10:48.000,859.8000
AutoPedigree,7,2017-10-03 15:13:55.000,1168.2700
BOWER,18,2017-10-04 09:10:23.000,488.2000
AutoPedigree,18,2017-10-04 11:29:45.000,607.7500
